date,ticket_no.,receiver_department,item,measurement,description,quantity,unit_cost,total_cost,week_code
2024-03-22,544,Sourcing,Fuel,Litres,Bikes,5.0,0,0,Mar wk 3 - 24
2024-03-23,545,Sourcing,Diesel,Litres,Dyna3,25.0,0,0,Mar wk 3 - 24
2024-03-23,546,Sourcing,Diesel,Litres,MB1,40.0,0,0,Mar wk 3 - 24
2024-03-23,547,Production,Diesel,Litres,production,300.0,0,0,Mar wk 3 - 24
2024-03-23,548,Production,CaC03,bags,production,14.0,0,0,Mar wk 3 - 24
2024-03-23,549,Sourcing,Fuel,Litres,Bikes,6.0,0,0,Mar wk 3 - 24
2024-03-23,550,Production,Spares,Pieces,17bolts & nuts,13.0,3900,0,Mar wk 3 - 24
2024-03-23,551,Production,Spares,Pieces,17washers,26.0,1350,0,Mar wk 3 - 24
2024-03-23,552,Production,Spares,Pieces,13bolts & nuts,20.0,1000,0,Mar wk 3 - 24
2024-03-23,553,Production,Spares,Pieces,13washers,40.0,2000,0,Mar wk 3 - 24
2024-03-23,554,Production,Spares,Pieces,19bolts & nuts,5.0,1500,0,Mar wk 3 - 24
2024-03-23,555,Production,Spares,Pieces,22washer,30.0,1500,0,Mar wk 3 - 24
2024-03-23,556,Payloader,Spares,Pieces,hydraulic oil,19.0,2520,0,Mar wk 3 - 24
2024-03-25,557,Sourcing,Diesel,Litres,Dyna3,30.0,0,0,Mar wk 4 - 24
2024-03-25,558,Payloader,Diesel,Litres,payloader,60.0,0,0,Mar wk 4 - 24
2024-03-25,559,Production,CaC03,bags,production,6.0,0,0,Mar wk 4 - 24
2024-03-25,560,Payloader,Spares,Pieces,hydraulic oil,13.0,0,0,Mar wk 4 - 24
2024-03-25,561,Sourcing,Fuel,Litres,Ford2,40.0,0,0,Mar wk 4 - 24
2024-03-25,562,Sourcing,Fuel,Litres,Bikes,4.0,0,0,Mar wk 4 - 24
2024-03-26,564,Production,Spares,Pieces,Gear oil,1.0,1876,0,Mar wk 4 - 24
2024-03-26,565,Sourcing,Fuel,Litres,Bikes,4.0,0,0,Mar wk 4 - 24
2024-03-26,566,Sourcing,Diesel,Litres,Dyna2,30.0,0,0,Mar wk 4 - 24
2024-03-26,567,Payloader,Diesel,Litres,payloader,30.0,0,0,Mar wk 4 - 24
2024-03-27,568,Enforcement,PP2,tonnes,Lordtech,31.4,0,0,Mar wk 4 - 24
2024-03-27,569,Sourcing,Diesel,Litres,Dyna3,30.0,0,0,Mar wk 4 - 24
2024-03-27,570,Enforcement,Bags,Pieces,Enforcement,537.0,0,0,Mar wk 4 - 24
2024-03-27,571,Sourcing,Fuel,Litres,Bikes,3.0,0,0,Mar wk 4 - 24
2024-03-27,572,Sourcing,Fuel,Litres,Ford2,30.0,0,0,Mar wk 4 - 24
2024-03-28,572,Sourcing,Diesel,Litres,Mb1,50.0,0,0,Mar wk 4 - 24
2024-03-28,573,Production,Diesel,Litres,production,540.0,0,0,Mar wk 4 - 24
2024-03-28,574,Sourcing,Diesel,Litres,Dyna2,50.0,0,0,Mar wk 4 - 24
2024-03-28,575,Sourcing,Diesel,Litres,Dyna3,50.0,0,0,Mar wk 4 - 24
2024-03-28,576,Sourcing,Fuel,Litres,ford2,40.0,0,0,Mar wk 4 - 24
2024-03-28,577,Sourcing,Fuel,Litres,Bikes,6.0,0,0,Mar wk 4 - 24
2024-04-02,578,Sourcing,Fuel,Litres,ford2,30.0,0,0,Apr wk 1 - 24
2024-04-02,579,Sourcing,Diesel,Litres,Mb1,40.0,0,0,Apr wk 1 - 24
2024-04-02,580,Production,CaC03,bags,production,18.0,0,0,Apr wk 1 - 24
2024-04-02,581,Sourcing,Fuel,Litres,Bikes,4.0,730,2920,Apr wk 1 - 24
2024-04-03,582,Sourcing,Diesel,Litres,Dyna2,30.0,0,0,Apr wk 1 - 24
2024-04-03,582,Sourcing,Diesel,Litres,Dyna3,30.0,0,0,Apr wk 1 - 24
2024-04-03,582,Production,CaC03,bags,production,15.0,0,0,Apr wk 1 - 24
2024-04-03,583,Sourcing,Fuel,Litres,ford2,30.0,0,0,Apr wk 1 - 24
2024-04-03,583,Production,Spares,Pieces,Cutting Disc,3.0,5400,0,Apr wk 1 - 24
2024-04-03,584,Production,Spares,Pieces,PD sprocket,1.0,116000,0,Apr wk 1 - 24
2024-04-03,585,Production,Spares,Pieces,Electrical tape,2.0,500,0,Apr wk 1 - 24
2024-04-03,586,Production,Spares,Pieces,38mm spanner,1.0,0,0,Apr wk 1 - 24
2024-04-04,587,Sourcing,Fuel,Litres,Bikes,4.0,730,2920,Apr wk 1 - 24
2024-04-04,587,Production,Spares,Pieces,Mild steel electrodes,140.0,4620,0,Apr wk 1 - 24
2024-04-04,588,Production,Spares,Pieces,2.5mm cable,1.0,0,0,Apr wk 1 - 24
2024-04-04,589,Production,Spares,Pieces,4-6A contactor,1.0,0,0,Apr wk 1 - 24
2024-04-04,590,Production,Spares,Pieces,13bolt & nuts,5.0,1750,0,Apr wk 1 - 24
2024-04-04,591,Production,Spares,Pieces,13washers,10.0,500,0,Apr wk 1 - 24
2024-04-04,592,Sourcing,Diesel,Litres,Dyna3,30.0,0,0,Apr wk 1 - 24
2024-04-04,593,Sourcing,Diesel,Litres,payloader,30.0,0,0,Apr wk 1 - 24
2024-04-04,594,Sourcing,Diesel,Litres,Dyna2,30.0,0,0,Apr wk 1 - 24
2024-04-04,595,Production,CaC03,bags,production,8.0,0,0,Apr wk 1 - 24
2024-04-04,596,Sourcing,Fuel,Litres,Bikes,2.0,730,1460,Apr wk 1 - 24
2024-04-05,597,Sourcing,Fuel,Litres,ford2,35.0,0,0,Apr wk 1 - 24
2024-04-05,598,Sourcing,Diesel,Litres,Dyna3,30.0,0,0,Apr wk 1 - 24
2024-04-05,599,Sourcing,Diesel,Litres,Dyna2,10.0,0,0,Apr wk 1 - 24
2024-04-05,600,Production,Spares,Pieces,Body liners,2.0,0,0,Apr wk 1 - 24
2024-04-05,601,Production,Spares,Pieces,Cutting Disc,2.0,2600,0,Apr wk 1 - 24
2024-04-05,602,Production,Spares,Pieces,19bolts & nuts,15.0,4500,0,Apr wk 1 - 24
2024-04-05,603,Production,Spares,Pieces,19washers,30.0,1500,0,Apr wk 1 - 24
2024-04-05,604,Production,Spares,Pieces,13bolts & nut,10.0,3000,0,Apr wk 1 - 24
2024-04-05,605,Production,Spares,Pieces,13washers,20.0,1000,0,Apr wk 1 - 24
2024-04-05,606,Production,Spares,Pieces,cracker rollers,32.0,0,0,Apr wk 1 - 24
2024-04-05,607,Production,Spares,Pieces,38mm spanner,1.0,0,0,Apr wk 1 - 24
2024-04-05,607,Production,Spares,Pieces,36mm spanner,1.0,0,0,Apr wk 1 - 24
2024-04-05,608,Production,Spares,Pieces,C78 belt,1.0,0,0,Apr wk 1 - 24
2024-04-05,609,Production,Spares,Pieces,low hydrogen,10.0,460,0,Apr wk 1 - 24
2024-04-05,610,Sourcing,Fuel,Litres,Bikes,4.0,730,2920,Apr wk 1 - 24
2024-04-05,611,Production,CaC03,bags,production,10.0,0,0,Apr wk 1 - 24
2024-04-06,612,Sourcing,Fuel,Litres,ford2,35.0,0,0,Apr wk 1 - 24
2024-04-06,613,Sourcing,Diesel,Litres,Mb1,20.0,0,0,Apr wk 1 - 24
2024-04-06,614,Production,Spares,Pieces,Cutting Disc,3.0,5400,0,Apr wk 1 - 24
2024-04-06,615,Production,CaC03,bags,production,14.0,0,0,Apr wk 1 - 24
2024-04-07,616,Sourcing,Fuel,Litres,Bike,2.0,730,1460,Apr wk 1 - 24
2024-04-07,616,Production,Diesel,Litres,production,150.0,0,0,Apr wk 1 - 24
2024-04-07,617,Production,CaC03,bags,production,8.0,0,0,Apr wk 1 - 24
2024-04-07,618,Production,Spares,Pieces,painting rollers,6.0,0,0,Apr wk 1 - 24
2024-04-07,619,Payloader,Spares,Pieces,hydraulic oil,34.0,0,0,Apr wk 1 - 24
2024-04-07,620,Production,Spares,Pieces,Mild steel electrodes,140.0,0,0,Apr wk 1 - 24
2024-04-08,621,Enforcement,PP2,,Lordtech,29.14,0,0,Apr wk 2 - 24
2024-04-08,622,Enforcement,Bags,Pieces,Enforcement,522.0,0,0,Apr wk 2 - 24
2024-04-08,623,Sourcing,Diesel,Litres,Dyna2,30.0,0,0,Apr wk 2 - 24
2024-04-08,624,Sourcing,Diesel,Litres,Dyna3,30.0,0,0,Apr wk 2 - 24
2024-04-08,626,Sourcing,Diesel,Litres,payloader,60.0,0,0,Apr wk 2 - 24
2024-04-08,627,Production,Diesel,Litres,production,300.0,0,0,Apr wk 2 - 24
2024-04-08,628,Production,CaC03,bags,production,11.0,0,0,Apr wk 2 - 24
2024-04-08,629,Production,Spares,Pieces,Small body liners,2.0,0,0,Apr wk 2 - 24
2024-04-08,630,Production,Spares,Pieces,Low hydrogen,15.0,690,0,Apr wk 2 - 24
2024-04-08,631,Production,Spares,Pieces,C-78belt,2.0,7000,0,Apr wk 2 - 24
2024-04-09,632,Production,Spares,Pieces,Basin,4.0,30000,0,Apr wk 2 - 24
2024-04-09,631,Production,Spares,Pieces,hydraulic oil,4.0,1080,0,Apr wk 2 - 24
2024-04-09,631,Production,Spares,Pieces,P211 bearings,2.0,0,0,Apr wk 2 - 24
2024-04-09,631,Production,Spares,Pieces,Small body liners,1.0,0,0,Apr wk 2 - 24
2024-04-09,632,Sourcing,Diesel,Litres,Dyna2,30.0,0,0,Apr wk 2 - 24
2024-04-09,633,Sourcing,Diesel,Litres,Mb1,40.0,0,0,Apr wk 2 - 24
2024-04-09,634,Sourcing,Fuel,Litres,ford2,40.0,0,0,Apr wk 2 - 24
2024-04-09,635,Production,CaC03,bags,production,16.0,0,0,Apr wk 2 - 24
2024-04-09,636,Sourcing,Fuel,Litres,Bikes,5.0,730,3650,Apr wk 2 - 24
2024-04-10,636,Sourcing,Fuel,Litres,Bikes,6.0,730,4380,Apr wk 2 - 24
2024-04-10,637,Production,Spares,Pieces,welding glass,1.0,0,0,Apr wk 2 - 24
2024-04-10,638,Production,Spares,Pieces,Couplings,1.0,0,0,Apr wk 2 - 24
2024-04-10,638,Production,Diesel,Litres,production,300.0,0,0,Apr wk 2 - 24
2024-04-10,637,Sourcing,Diesel,Litres,Dyna3,30.0,0,0,Apr wk 2 - 24
2024-04-10,638,Production,CaC03,bags,production,15.0,0,0,Apr wk 2 - 24
2024-04-10,638,Sourcing,Fuel,Litres,Bikes,7.0,730,5110,Apr wk 2 - 24
2024-04-11,638,Sourcing,Fuel,Litres,ford2,30.0,0,0,Apr wk 2 - 24
2024-04-11,638,Payloader,Diesel,Litres,payloader,30.0,0,0,Apr wk 2 - 24
2024-04-11,639,Production,Spares,Pieces,Engine oil,8.0,27200,0,Apr wk 2 - 24
2024-04-11,700,Production,Spares,Pieces,Mild steel electrodes,140.0,4620,0,Apr wk 2 - 24
2024-04-11,701,Payloader,Spares,Pieces,hydraulic oil,21.0,58800,0,Apr wk 2 - 24
2024-04-11,702,Production,Spares,Pieces,13bolts & nuts,10.0,3000,0,Apr wk 2 - 24
2024-04-11,703,Production,Spares,Pieces,13washers,20.0,1000,0,Apr wk 2 - 24
2024-04-11,704,Sourcing,Fuel,Litres,Bikes,2.0,730,1460,Apr wk 2 - 24
2024-04-11,705,Production,CaC03,bags,production,16.0,0,0,Apr wk 2 - 24
2024-04-12,706,Sourcing,Diesel,Litres,Dyna2,30.0,0,0,Apr wk 2 - 24
2024-04-12,707,Sourcing,Fuel,Litres,ford2,30.0,0,0,Apr wk 2 - 24
2024-04-12,708,Sourcing,Fuel,Litres,Bike,2.0,730,1460,Apr wk 2 - 24
2024-04-12,709,Production,CaC03,bags,production,14.0,0,0,Apr wk 2 - 24
2024-04-12,710,Production,Spares,Pieces,Nozzles,0.0,260000,0,Apr wk 2 - 24
2024-04-12,711,Production,Spares,Pieces,Turbo charge,1.0,255000,0,Apr wk 2 - 24
2024-04-12,712,Production,Spares,Pieces,Filters,3.0,0,0,Apr wk 2 - 24
2024-04-12,713,Production,Spares,Pieces,Injector,0.0,260000,0,Apr wk 2 - 24
2024-04-13,714,Production,Diesel,Litres,production,300.0,0,0,Apr wk 2 - 24
2024-04-13,715,Sourcing,Diesel,Litres,Dyna2,30.0,0,0,Apr wk 2 - 24
2024-04-13,716,Sourcing,Fuel,Litres,ford2,21.0,0,0,Apr wk 2 - 24
2024-04-13,717,Production,CaC03,bags,production,12.0,0,0,Apr wk 2 - 24
2024-04-13,718,Payloader,Diesel,Litres,payloader,30.0,0,0,Apr wk 2 - 24
2024-04-13,719,Sourcing,Fuel,Litres,Bikes,8.0,730,5840,Apr wk 2 - 24
2024-04-14,720,Sourcing,Diesel,Litres,Dyna2,30.0,0,0,Apr wk 2 - 24
2024-04-14,721,Sourcing,Fuel,Litres,ford2,10.0,0,0,Apr wk 2 - 24
2024-04-15,722,Sourcing,Diesel,Litres,Dyna3,40.0,0,0,Apr wk 3 - 24
2024-04-15,723,Sourcing,Diesel,Litres,Dyna2,30.0,0,0,Apr wk 3 - 24
2024-04-15,724,Enforcement,PP2,,Lordtech,31.66,0,0,Apr wk 3 - 24
2024-04-15,725,Enforcement,Bags,Pieces,Enforcement,552.0,0,0,Apr wk 3 - 24
2024-04-15,726,Sourcing,Fuel,Litres,Bikes,7.0,730,5110,Apr wk 3 - 24
2024-04-15,728,Production,CaC03,bags,production,17.0,0,0,Apr wk 3 - 24
2024-04-15,729,Sourcing,Fuel,Litres,ford2,35.0,0,0,Apr wk 3 - 24
2024-04-15,730,Production,Spares,Pieces,hydraulic oil,4.0,11200,0,Apr wk 3 - 24
2024-04-15,731,Production,Spares,Pieces,10bolts & nuts,20.0,3000,0,Apr wk 3 - 24
2024-04-15,732,Production,Spares,Pieces,10washers,40.0,2000,0,Apr wk 3 - 24
2024-04-15,733,Production,Spares,Pieces,17bolts & nuts,10.0,1500,0,Apr wk 3 - 24
2024-04-15,734,Production,Spares,Pieces,17washers,20.0,1000,0,Apr wk 3 - 24
2024-04-15,735,Production,Spares,Pieces,19bolts & nuts,20.0,6000,0,Apr wk 3 - 24
2024-04-15,736,Production,Spares,Pieces,19washers,20.0,1000,0,Apr wk 3 - 24
2024-04-16,737,Production,Spares,Pieces,F208 bearing,1.0,10000,0,Apr wk 3 - 24
2024-04-16,730,Sourcing,Fuel,Litres,ford2,35.0,0,0,Apr wk 3 - 24
2024-04-16,731,Production,Spares,Pieces,Spring wire,2.0,6000,0,Apr wk 3 - 24
2024-04-16,732,Production,Spares,Pieces,19bolts & nuts,8.0,2400,0,Apr wk 3 - 24
2024-04-16,733,Production,Spares,Pieces,19washers,16.0,800,0,Apr wk 3 - 24
2024-04-16,734,Production,Spares,Pieces,Mild steel electrodes,140.0,4620,0,Apr wk 3 - 24
2024-04-16,735,Sourcing,Diesel,Litres,Dyna3,30.0,0,0,Apr wk 3 - 24
2024-04-16,736,Payloader,Diesel,Litres,payloader,30.0,0,0,Apr wk 3 - 24
2024-04-16,737,Production,Diesel,Litres,production,300.0,0,0,Apr wk 3 - 24
2024-04-16,738,Sourcing,Fuel,Litres,Bikes,8.0,730,5840,Apr wk 3 - 24
2024-04-16,739,Production,CaC03,bags,production,14.0,0,0,Apr wk 3 - 24
2024-04-17,740,Sourcing,Diesel,Litres,Mb1,40.0,0,0,Apr wk 3 - 24
2024-04-17,741,Production,CaC03,bags,production,16.0,0,0,Apr wk 3 - 24
2024-04-17,742,Production,Spares,Pieces,cutting Disc,2.0,0,0,Apr wk 3 - 24
2024-04-17,743,Production,Spares,Pieces,19Bolt,5.0,0,0,Apr wk 3 - 24
2024-04-17,744,Production,Spares,Pieces,19washers,10.0,0,0,Apr wk 3 - 24
2024-04-18,745,Production,Spares,Pieces,cutting Disc,2.0,3000,0,Apr wk 3 - 24
2024-04-18,746,Production,Spares,Pieces,13bolt & nuts,10.0,0,0,Apr wk 3 - 24
2024-04-18,747,Production,Spares,Pieces,13washers,30.0,0,0,Apr wk 3 - 24
2024-04-18,748,Sourcing,Spares,Pieces,motor tyre,1.0,0,0,Apr wk 3 - 24
2024-04-18,749,Sourcing,Diesel,Litres,Dyna2,30.0,0,0,Apr wk 3 - 24
2024-04-18,750,Production,CaC03,bags,production,17.0,0,0,Apr wk 3 - 24
2024-04-18,751,Sourcing,Fuel,Litres,bikes,6.0,730,4380,Apr wk 3 - 24
2024-04-19,752,Sourcing,Fuel,Litres,ford2,35.0,0,0,Apr wk 3 - 24
2024-04-19,753,Sourcing,Fuel,Litres,bikes,2.0,730,1460,Apr wk 3 - 24
2024-04-19,754,Production,Spares,Pieces,filling disc,1.0,0,0,Apr wk 3 - 24
2024-04-19,755,Sourcing,Diesel,Litres,Dyna2,30.0,0,0,Apr wk 3 - 24
2024-04-19,756,Sourcing,Diesel,Litres,MB1,40.0,0,0,Apr wk 3 - 24
2024-04-19,757,Production,Diesel,Litres,production,300.0,0,0,Apr wk 3 - 24
2024-04-19,758,Production,CaC03,bags,production,12.0,0,0,Apr wk 3 - 24
2024-04-19,759,Sourcing,Fuel,Litres,Bikes,2.0,730,1460,Apr wk 3 - 24
2024-04-20,760,Production,Spares,Pieces,19bolts & nuts,5.0,0,0,Apr wk 3 - 24
2024-04-20,761,Production,Spares,Pieces,19washers,10.0,0,0,Apr wk 3 - 24
2024-04-20,762,Sourcing,Diesel,Litres,Dyna2,30.0,0,0,Apr wk 3 - 24
2024-04-20,763,Production,CaC03,bags,production,14.0,0,0,Apr wk 3 - 24
2024-04-20,764,Production,Spares,Litres,Engine oil,54.0,0,0,Apr wk 3 - 24
2024-04-20,765,Sourcing,Spares,Pieces,Teflon tape,1.0,0,0,Apr wk 3 - 24
2024-04-20,766,Sourcing,Spares,Pieces,4minutes gum,1.0,0,0,Apr wk 3 - 24
2024-04-20,767,Sourcing,Spares,Pieces,oil filters 814 mb,1.0,0,0,Apr wk 3 - 24
2024-04-20,768,Sourcing,Spares,Pieces,Gas filters 814 mb,1.0,0,0,Apr wk 3 - 24
2024-04-20,769,Sourcing,Spares,Pieces,Oil filters 15B,1.0,0,0,Apr wk 3 - 24
2024-04-20,770,Sourcing,Spares,Pieces,Gas filters 15B,1.0,0,0,Apr wk 3 - 24
2024-04-20,771,Sourcing,Spares,Pieces,Oil filter Ford,1.0,0,0,Apr wk 3 - 24
2024-04-20,772,Payloader,Spares,Pieces,Transfusion hydraulic filter,1.0,0,0,Apr wk 3 - 24
2024-04-20,773,Payloader,Spares,Pieces,Engine oil filter,1.0,0,0,Apr wk 3 - 24
2024-04-20,774,Payloader,Spares,Pieces,Fuel filter IR-0751,1.0,0,0,Apr wk 3 - 24
2024-04-20,775,Payloader,Spares,Pieces,Fuel filter paper,1.0,0,0,Apr wk 3 - 24
2024-04-20,776,Payloader,Spares,Pieces,CAT fan belt,2.0,0,0,Apr wk 3 - 24
2024-04-20,777,Payloader,Spares,Pieces,Hose,5.0,0,0,Apr wk 3 - 24
2024-04-20,778,Payloader,Spares,Pieces,Hose seals,10.0,0,0,Apr wk 3 - 24
2024-04-20,779,Payloader,Spares,Litres,Total Engine oil,25.0,0,0,Apr wk 3 - 24
2024-04-20,780,Sourcing,Fuel,Litres,Bikes,2.0,730,1460,Apr wk 3 - 24
2024-04-20,781,Sourcing,Fuel,Litres,Bikes,2.0,730,1460,Apr wk 3 - 24
2024-04-22,782,Sourcing,Fuel,Litres,Bikes,5.0,730,3650,Apr wk 4 - 24
2024-04-22,783,Production,Spares,Pieces,19bolts & nuts,5.0,0,0,Apr wk 4 - 24
2024-04-22,784,Production,Spares,Pieces,19washers,10.0,0,0,Apr wk 4 - 24
2024-04-22,785,Production,Spares,pieces,13bolts & nuts,5.0,0,0,Apr wk 4 - 24
2024-04-22,786,Production,Spares,pieces,13washers,10.0,0,0,Apr wk 4 - 24
2024-04-22,787,Production,CaC03,bags,production,16.0,0,0,Apr wk 4 - 24
2024-04-22,788,Sourcing,Diesel,Litres,Dyna2,30.0,1350,40500,Apr wk 4 - 24
2024-04-22,789,Sourcing,Diesel,Litres,Dyna3,30.0,1350,40500,Apr wk 4 - 24
2024-04-22,790,Sourcing,Diesel,Litres,MB1,40.0,1350,54000,Apr wk 4 - 24
2024-04-23,791,Production,Spares,Pieces,Body liners,1.0,0,0,Apr wk 4 - 24
2024-04-23,792,Production,Spares,Pieces,Low hydrogen,20.0,0,0,Apr wk 4 - 24
2024-04-23,793,Enforcement,PP2,Tonnes,Lordtech,31.85,0,0,Apr wk 4 - 24
2024-04-23,794,Production,Diesel,Litres,production,300.0,0,0,Apr wk 4 - 24
2024-04-23,795,Sourcing,Diesel,Litres,MB1,40.0,1350,54000,Apr wk 4 - 24
2024-04-23,796,Production,CaC03,bags,production,7.0,0,0,Apr wk 4 - 24
2024-04-23,797,Sourcing,Fuel,Litres,Bikes,5.0,730,3650,Apr wk 4 - 24
2024-04-24,798,Sourcing,Fuel,Litres,Bikes,6.0,730,4380,Apr wk 4 - 24
2024-04-24,799,Sourcing,Fuel,Litres,Ford2,56.0,750,42000,Apr wk 4 - 24
2024-04-24,800,Production,CaC03,bags,production,7.0,0,0,Apr wk 4 - 24
2024-04-24,801,Sourcing,Diesel,Litres,Dyna2,10.0,1350,13500,Apr wk 4 - 24
2024-04-25,802,Production,Diesel,Litres,production,300.0,0,0,Apr wk 4 - 24
2024-04-25,803,Production,CaC03,bags,production,14.0,0,0,Apr wk 4 - 24
2024-04-25,804,Sourcing,Fuel,Litres,Bikes,9.0,730,6570,Apr wk 4 - 24
2024-04-26,805,Sourcing,Diesel,Litres,MB1,40.0,1350,54000,Apr wk 4 - 24
2024-04-26,806,Production,CaC03,bags,production,9.0,0,0,Apr wk 4 - 24
2024-04-26,807,Production,Spares,Pieces,production,4.0,14000,0,Apr wk 4 - 24
2024-04-26,808,Production,Spares,Pieces,production,15.0,5250,0,Apr wk 4 - 24
2024-04-27,809,Sourcing,Fuel,Litres,Bikes,6.0,730,4380,Apr wk 4 - 24
2024-04-27,810,Sourcing,Fuel,Litres,Bikes,4.0,730,2920,Apr wk 4 - 24
2024-04-27,811,Sourcing,Diesel,Litres,MB1,40.0,1350,54000,Apr wk 4 - 24
2024-04-27,812,Sourcing,Fuel,Litres,Ford2,18.0,750,13140,Apr wk 4 - 24
2024-04-27,813,Production,Diesel,Litres,production,300.0,0,0,Apr wk 4 - 24
2024-04-27,814,Production,CaC03,bags,production,12.0,0,0,Apr wk 4 - 24
2024-04-27,815,Production,Spares,Pieces,C-78belt,1.0,1800,0,Apr wk 4 - 24
2024-04-27,816,Production,Spares,Pieces,Mild steel electrodes,140.0,4620,0,Apr wk 4 - 24
2024-04-27,817,Production,Spares,Pieces,cutting Disc,1.0,1800,0,Apr wk 4 - 24
2024-04-28,818,Sourcing,Fuel,Litres,Ford2,30.0,750,22500,Apr wk 4 - 24
2024-04-29,818,Sourcing,Diesel,Litres,MB1,40.0,1350,54000,May wk 1 - 24
2024-04-29,819,Production,Spares,Pieces,C-61 belt,1.0,0,0,May wk 1 - 24
2024-04-29,820,Production,Spares,Pieces,Bearing F311,1.0,40000,40000,May wk 1 - 24
2024-04-29,821,Sourcing,Fuel,Litres,Ford2,30.0,800,24000,May wk 1 - 24
2024-04-29,822,Production,CaC03,bags,production,15.0,0,0,May wk 1 - 24
2024-04-30,823,Sourcing,Diesel,Litres,Mb1,40.0,1350,54000,May wk 1 - 24
2024-04-30,824,Production,Diesel,Litres,production,300.0,0,0,May wk 1 - 24
2024-04-30,825,Sourcing,Fuel,Litres,Bikes,5.0,730,3650,May wk 1 - 24
2024-04-30,826,Production,CaC03,bags,production,11.0,0,0,May wk 1 - 24
2024-05-01,826,Sourcing,Fuel,Litres,Ford2,30.0,800,24000,May wk 1 - 24
2024-05-01,827,Production,Spares,Pieces,cutting Disc,1.0,1800,0,May wk 1 - 24
2024-05-01,828,Production,Spares,Pieces,19bolts & nut,5.0,1500,0,May wk 1 - 24
2024-05-01,829,Production,Spares,Pieces,19washers,10.0,500,0,May wk 1 - 24
2024-05-01,830,Sourcing,Fuel,Litres,Bikes,5.0,730,3650,May wk 1 - 24
2024-05-01,830,Production,CaC03,bags,production,14.0,0,0,May wk 1 - 24
2024-05-02,831,Production,Fuel,Litres,Ford2,34.0,800,27200,May wk 1 - 24
2024-05-02,832,Enforcement,PP2w,tonnes,Lordtech,31.85,0,0,May wk 1 - 24
2024-05-02,833,Enforcement,Bags,Pieces,Enforcement,557.0,0,0,May wk 1 - 24
2024-05-02,834,Production,Diesel,Litres,production,300.0,0,0,May wk 1 - 24
2024-05-02,835,Production,CaC03,bags,production,18.0,0,0,May wk 1 - 24
2024-05-02,836,Sourcing,Diesel,Litres,Mb1,40.0,1350,54000,May wk 1 - 24
2024-05-03,837,Sourcing,Fuel,Litres,Bikes,7.0,800,5600,May wk 1 - 24
2024-05-03,838,Sourcing,fuel,Litres,Ford2,38.0,800,30400,May wk 1 - 24
2024-05-03,839,Sourcing,Diesel,Litres,Mb1,40.0,1350,54000,May wk 1 - 24
2024-05-04,840,Production,Spares,Pieces,cutting nozzles,1.0,0,0,May wk 1 - 24
2024-05-04,841,Production,Spares,Pieces,Mild steel electrodes,140.0,4620,0,May wk 1 - 24
2024-05-04,842,Production,Spares,Pieces,19bolts & nuts,3.0,1050,0,May wk 1 - 24
2024-05-04,843,Production,Spares,Pieces,19washers,6.0,300,0,May wk 1 - 24
2024-05-04,844,Production,CaC03,bags,production,10.0,0,0,May wk 1 - 24
2024-05-04,845,Sourcing,Fuel,Litres,Bikes,4.0,800,3200,May wk 1 - 24
2024-05-06,846,Sourcing,Diesel,Litres,Mb1,40.0,1350,0,May wk 2 - 24
2024-05-06,847,Production,Diesel,Litres,Alternator gen,10.0,0,0,May wk 2 - 24
2024-05-06,848,Sourcing,Fuel,Litres,Bikes,6.0,800,4800,May wk 2 - 24
2024-05-06,849,Sourcing,Spares,Pieces,Motor tyre for ford2,1.0,0,0,May wk 2 - 24
2024-05-06,850,Sourcing,Spares,Pieces,welding Extension,1.0,0,0,May wk 2 - 24
2024-05-06,851,Production,Spares,Pieces,cutting Disc,2.0,1800,2600,May wk 2 - 24
2024-05-07,852,Sourcing,Fuel,Litres,Ford2,31.0,800,24800,May wk 2 - 24
2024-05-07,853,Production,Fuel,Litres,Bikes,6.0,800,4800,May wk 2 - 24
2024-05-07,854,Production,Spares,Pieces,motor tyre mb1,1.0,0,0,May wk 2 - 24
2024-05-07,855,Production,Spares,Pieces,13 bolt and nuts,12.0,0,3600,May wk 2 - 24
2024-05-07,856,Production,Spares,Pieces,13washers,30.0,0,3000,May wk 2 - 24
2024-05-07,857,Production,Spares,Pieces,17bolt and nuts,10.0,0,1850,May wk 2 - 24
2024-05-07,858,Production,Spares,Pieces,17washers,20.0,0,1000,May wk 2 - 24
2024-05-07,859,Production,Spares,Pieces,19bolt & nuts,5.0,0,1500,May wk 2 - 24
2024-05-07,900,Production,Spares,Pieces,19washers,10.0,0,500,May wk 2 - 24
2024-05-07,901,Production,Spares,Pieces,Iron chalk,1.0,0,250,May wk 2 - 24
2024-05-07,902,Production,Spares,Pieces,Elevator belt,10.45,0,0,May wk 2 - 24
2024-05-07,903,Production,CaC03,bags,production,16.0,0,0,May wk 2 - 24
2024-05-08,904,Production,CaC03,bags,production,9.0,0,0,May wk 2 - 24
2024-05-08,905,Production,Spares,Pieces,Shaker spring,1.0,0,0,May wk 2 - 24
2024-05-08,906,Production,Spares,Pieces,Electrical tape,2.0,0,500,May wk 2 - 24
2024-05-08,907,Production,Spares,Pieces,Mild steel electrodes,140.0,0,5,May wk 2 - 24
2024-05-08,908,Production,Spares,Pieces,Turbo charge,1.0,0,0,May wk 2 - 24
2024-05-08,909,Production,Spares,Pieces,cutting Disc,1.0,1800,1800,May wk 2 - 24
